id,lon,lat,people,chickens,car,children,malaria,household_head_age,household_head_sex
2068,32.5005314904521,-24.8762285575252,7,39,No car,2,no malaria,23.3219951258195,male
2069,32.4849760183378,-25.2100113075803,3,2,No car,0,no malaria,31.6382555916675,male
2070,32.8520398803567,-24.7920757044331,5,35,No car,2,no malaria,38.2280438052694,male
2071,32.6527513782056,-25.1549659881757,10,9,No car,6,no malaria,41.8992142734189,male
2072,32.6342389294393,-25.0250945344419,4,8,No car,3,malaria,66.83188192419,male
2073,32.7249340159662,-25.0716710611436,5,11,No car,0,no malaria,34.1656525069487,male
2074,32.851867370805,-24.780312005169,9,8,No car,1,malaria,19.8541791786666,male
2075,32.4802165616406,-25.1475713977888,5,39,No car,4,no malaria,48.5181133094729,male
2076,32.6580189121389,-25.0088060957688,5,14,No car,0,no malaria,36.4734016265164,male
2077,32.6261601104336,-25.027043623005,5,22,No car,3,no malaria,60.5008596421005,female
2078,32.7360854782563,-25.0820013143484,5,9,No car,0,no malaria,19.985698554275,male
2079,32.6146652201141,-25.0445201483066,4,44,No car,2,no malaria,17.5250443190562,female
2080,32.7181645226176,-25.0608393055605,5,6,No car,0,no malaria,21.5079998685712,female
2081,32.8524201629535,-24.8087059226723,6,4,No car,2,no malaria,47.6878442767718,male
2082,32.6482371557374,-25.0211469134662,9,58,No car,7,no malaria,42.5816699499097,male
2083,32.5335996330498,-24.8974878505471,9,21,No car,7,no malaria,15.5454977646442,female
2084,32.5216893634909,-25.0897614108321,3,23,No car,1,no malaria,21.1919403395195,male
2085,32.4829112241442,-25.0865299907721,11,23,No car,6,no malaria,21.0275192097907,male
2086,32.6568305210422,-25.0164222264195,9,3,No car,8,no malaria,73.1772728869164,male
2087,32.691590194326,-25.0392935084275,7,14,No car,3,malaria,31.9558709821547,male
2088,32.598828043493,-24.9992683837178,9,16,No car,8,malaria,30.4775696029505,male
2089,32.6333215171484,-25.0278121111793,3,14,No car,1,no malaria,38.3362436251078,male
2090,32.6204659873525,-25.0173063934147,4,8,No car,2,malaria,30.6884704247299,male
2091,32.5041763459,-24.7627466823284,3,4,No car,1,no malaria,23.7094497071109,male
2092,32.6304485225595,-25.0510739341352,4,37,No car,0,malaria,26.7887033893946,male
2093,32.6461725553081,-25.0148193865166,5,10,No car,0,no malaria,66.9926805037528,male
2094,32.4312778701822,-25.2767545899107,3,9,No car,0,no malaria,31.6941874787927,male
2095,32.8550288347815,-24.7959614596745,12,0,No car,4,no malaria,20.058624092748,female
2096,32.6993920084431,-24.5181667167526,3,15,No car,2,no malaria,22.6357684885986,male
2097,32.9220010771307,-24.8493815841113,11,9,No car,7,no malaria,39.5978318712725,male
2098,32.6134773273696,-25.0454929445686,7,8,No car,2,no malaria,24.0485958047262,female
2099,32.6357573869538,-25.0259141406716,8,39,No car,2,no malaria,36.4421056199658,male
2100,32.6420912127032,-25.0299822293083,5,5,No car,0,malaria,36.8907378036306,male
2101,32.6415341446379,-25.0245551045461,7,1,No car,0,no malaria,55.3500386546026,female
2102,32.6089827204385,-25.1032530927776,7,2,No car,4,no malaria,42.1927197639721,female
2103,32.5428512761825,-25.1669613558495,7,12,No car,0,malaria,27.3331830334543,male
2104,32.8565926585448,-24.8034179886257,5,11,No car,1,no malaria,38.7033756585745,male
2105,32.6157356948255,-25.0163040767241,9,17,No car,1,no malaria,37.4976497647169,male
2106,32.7168761931471,-25.0071269940085,3,46,No car,0,no malaria,36.3888601400621,female
2108,32.6224454366418,-25.0215343323814,3,12,No car,0,no malaria,28.2146232377194,male
2109,32.6777293827422,-25.0392681004582,7,34,No car,5,no malaria,30.9315671170035,male
2110,32.6560713792544,-25.0247828166998,6,5,No car,0,no malaria,27.3650190357833,male
2111,32.8584778218944,-24.7903011476653,7,27,No car,4,malaria,41.7091849308312,male
2112,32.6386495616364,-25.0111573026417,1,26,No car,0,no malaria,19.0369606712674,female
2113,32.6276929243214,-25.0239219426932,4,0,No car,3,no malaria,34.5400904804127,male
2114,32.6310659553157,-25.0236903675587,5,20,No car,0,no malaria,19.4199295270687,male
2115,32.6368723717641,-25.0271553882226,5,10,No car,3,no malaria,16.2889805317583,female
2116,32.5188486830531,-25.0732149874112,5,30,No car,3,malaria,25.0077899555617,male
2117,32.6284096953122,-25.0276681712083,9,10,No car,5,no malaria,23.6336635901474,male
2118,32.7139812210758,-25.0716240799955,8,0,No car,4,no malaria,17.8094107332334,female
2119,32.6105915592186,-25.0325898101668,8,5,No car,3,no malaria,22.157403390031,male
2120,32.6366386965421,-25.031728280776,7,1,No car,3,malaria,64.6934231802021,male
2121,32.6435372188188,-25.0203758273495,3,19,No car,0,no malaria,25.6700511403761,male
2122,32.7271047118123,-25.0754233539528,4,11,No car,3,no malaria,54.6908643260622,female
2123,32.5184639716238,-25.097239587551,3,5,No car,2,no malaria,18.6097060676594,male
2124,32.6913647638002,-25.0251076677178,5,24,No car,1,no malaria,40.657384294601,male
2125,32.5134539498718,-24.7735707974484,6,2,No car,5,no malaria,32.5417277921581,male
2126,32.6752664189353,-25.036896951955,2,24,No car,0,no malaria,36.6873468166009,male
2127,32.6769672242819,-25.0345184517081,6,21,Has car,1,malaria,27.9737168115371,male
2128,32.6374743476103,-25.0161677278986,7,22,Has car,0,no malaria,22.5794224047686,male
2129,32.544397818576,-25.1634948174161,9,19,No car,7,no malaria,37.5243193706474,male
2130,32.6510965086044,-25.0508080361501,5,9,No car,4,no malaria,19.0372706616507,female
2131,32.6086267157871,-25.0249498693282,7,6,No car,0,no malaria,42.1210600116136,female
2132,32.7694777929374,-24.6226272973155,3,0,No car,0,no malaria,16.6474360657148,male
2133,32.1642067094364,-24.7050689377365,5,21,No car,0,malaria,22.3702368695019,male
2134,32.9021982962513,-24.9136602865861,8,2,No car,5,malaria,33.3483332213623,male
2135,32.6460654780137,-25.0247770017801,3,25,No car,2,no malaria,42.7577233346127,male
2136,32.6237325826131,-25.0181210143335,5,5,No car,4,no malaria,32.1398583922363,male
2137,32.6764515806617,-25.000754343538,9,0,No car,6,no malaria,30.7756644687509,male
2138,32.5432388623484,-24.9268367063686,7,2,No car,4,no malaria,56.70658443813,male
2139,32.6604402884812,-25.045021585257,3,15,No car,0,malaria,25.6317518925468,male
2140,32.6593402292783,-25.1639337539955,8,17,No car,2,no malaria,38.417300840956,male
2141,32.6688273209363,-24.9753571496956,5,10,No car,4,no malaria,30.9887219199451,male
2142,32.5248877167147,-24.9286482913955,6,12,No car,0,no malaria,21.7020408354197,male
2143,32.6297384297044,-25.0267551876294,7,7,No car,4,malaria,53.8037042682573,male
2144,32.1109320947264,-24.5891658621195,7,29,No car,0,no malaria,27.5863835302953,female
2145,32.7234143656705,-25.0626529622269,5,12,No car,4,no malaria,28.5911110049778,male
2146,32.5978364176001,-25.0998679931026,5,0,No car,1,malaria,29.0441780792147,male
2147,32.6514383196316,-25.0218712441538,7,33,No car,5,no malaria,27.6021899610411,female
2148,32.5389988764736,-25.0756574055121,6,6,No car,4,no malaria,20.0904562288883,female
2149,32.6502124544975,-25.0164284614827,4,0,No car,0,no malaria,40.3888518449111,male
2150,32.650706655886,-25.0182412893618,13,5,No car,10,no malaria,37.5481929644744,female
2152,32.5682981880492,-24.8610881207084,7,16,No car,6,malaria,44.5650605863027,male
2153,32.7158076386442,-25.0086019218312,10,11,No car,5,no malaria,17.9997276889433,male
2154,32.6629144663573,-25.0911390308668,8,11,No car,4,no malaria,26.5508673897422,male
2155,32.5901582101147,-25.0688547878937,8,14,No car,7,no malaria,34.4381587668913,male
2158,32.6762958886887,-25.0858611403367,5,0,No car,3,malaria,51.1176686463948,female
2159,32.541775150588,-24.8974313483299,3,7,No car,0,no malaria,40.9844971019654,male
2160,32.4564623560788,-25.1336239032333,9,8,No car,6,no malaria,34.8687511905566,male
2161,32.669927507178,-24.9661429066837,1,24,No car,0,no malaria,27.4097544017929,female
2162,32.5448649158002,-25.1597010166931,7,12,No car,5,no malaria,33.3706211007992,female
2163,32.5591000406387,-25.1438645203688,3,20,No car,0,malaria,44.2211083593905,male
2164,32.5986603292394,-25.1020256759094,3,28,No car,0,malaria,78.6274307721918,male
2165,32.6957744673466,-25.0253914042463,9,5,No car,5,malaria,25.3660493731453,female
2166,32.6568456233794,-25.0110342317649,4,23,No car,1,no malaria,32.2572926721001,male
2167,32.2930003618485,-24.5260164518619,13,12,No car,11,no malaria,49.2986241806638,male
2169,32.6526182870255,-25.0179071368076,5,17,No car,0,malaria,33.1291841631088,male
2170,32.7073365607255,-24.8977162312845,6,12,No car,5,no malaria,24.5063825339078,male
2171,32.5498787522086,-24.9372451756143,3,6,No car,0,malaria,45.1457299984564,male
2172,32.6162686682778,-25.0433690948394,4,19,No car,3,no malaria,28.633031994279,male
2173,32.3510337127587,-24.9021950787297,4,3,No car,0,no malaria,34.7897019964782,male
2174,32.6524698847725,-25.017010471186,4,8,No car,0,no malaria,51.9655426683008,male
2175,32.6626433718737,-25.0461840350023,8,10,No car,4,malaria,29.3213516615158,female
2176,32.5414874509737,-24.917444224119,9,13,No car,0,no malaria,33.696741466395,male
2177,32.9514210860191,-24.8101423093291,7,6,No car,5,no malaria,42.9329013252785,female
2178,32.5818121052066,-25.0339272116673,8,5,No car,0,no malaria,45.139209627837,female
2179,32.6284428015918,-25.0232919259039,4,3,No car,1,no malaria,34.2916632266385,male
2180,32.8303252125828,-24.7285978179614,6,28,No car,2,no malaria,28.7488959110511,male
2181,32.6125263835379,-25.0049444344236,4,7,No car,0,malaria,18.2733814162091,male
2182,32.6153031154362,-25.1030319033139,6,30,No car,0,no malaria,27.8196542382638,female
2183,32.4394019768184,-25.042960375575,7,4,No car,1,no malaria,46.621674263055,male
2184,32.6072924073856,-24.9879275719584,4,11,No car,0,no malaria,36.6782929829933,male
2185,32.5449445133745,-25.0842932571161,9,6,No car,6,no malaria,32.9776127067386,female
2186,32.6287604059929,-25.0251523133494,8,20,No car,4,no malaria,54.7531899710107,female
2187,32.6439205818415,-25.0311153766499,6,7,No car,0,malaria,34.1273285123793,female
2188,32.6557352617813,-25.0268538551374,10,4,No car,4,no malaria,17.1817242779078,male
2189,32.9276613358773,-24.8587261728259,2,20,No car,1,no malaria,36.7260037430286,male
2190,32.5072899594194,-24.7543711360934,9,7,No car,4,malaria,25.9853846412606,male
2191,32.6249748235489,-25.0538158225675,3,1,No car,0,no malaria,17.089446859312,male
2192,32.6369501057044,-25.0154486230742,6,26,No car,4,no malaria,32.6736579154195,female
2193,32.4724329909585,-25.0893299613489,5,19,No car,2,malaria,61.6836385807979,male
2195,32.575693177193,-24.9992087701552,4,7,No car,3,no malaria,38.9685684260525,female
2196,32.6574774067222,-25.0220440721292,5,0,No car,3,no malaria,57.2114874664436,male
2197,32.6499918740689,-24.9976987470826,6,5,No car,2,no malaria,15.5526238518126,male
2198,32.9436193744654,-24.8005622565583,4,37,No car,2,no malaria,70.0735933000905,male
2199,32.5305894493491,-24.8844941813881,4,12,No car,2,no malaria,22.0021792876459,male
2200,32.6835989702605,-25.0114544326268,8,15,No car,0,no malaria,53.5611974512165,male
2201,32.6311975598626,-25.021120348605,6,27,No car,4,malaria,56.1679504069289,female
2202,32.4684510246355,-25.2444970250476,8,15,No car,6,malaria,30.9012863568743,male
2203,32.5458326512267,-25.0850663273463,5,9,No car,0,no malaria,36.6127389430834,female
2204,32.6806054991121,-25.089204902886,4,39,No car,0,malaria,44.1647481289017,male
2205,32.7588144148178,-24.5994639090006,9,9,No car,8,no malaria,28.5701818331239,male
2206,32.5079197097637,-24.7548398482087,10,25,No car,9,no malaria,29.1678669860339,male
2207,32.2108922499941,-24.4934405783402,4,9,No car,0,no malaria,70.9165136886926,male
2208,32.6597649123858,-25.069472953751,5,8,No car,0,no malaria,33.3051010672726,male
2210,32.6482414675523,-25.017321323794,6,40,No car,0,no malaria,17.430465387939,male
2211,32.6566743370838,-25.0929335021239,5,2,No car,0,no malaria,33.2312551777133,male
2212,32.6851305775074,-25.0030355974438,10,12,No car,7,no malaria,64.7607568401737,male
2213,32.6326620849503,-25.0266409857396,2,14,No car,0,no malaria,32.2865313600375,male
2214,32.5452541073605,-25.0808352453884,5,18,No car,2,no malaria,25.6160832954043,male
2215,32.6687906895648,-24.9908911058712,4,17,No car,3,no malaria,34.7290440995068,male
2216,32.1063647936888,-24.6244559023433,5,19,No car,1,malaria,37.1428290198151,male
2217,32.6481463041968,-25.0194582032496,5,42,No car,3,malaria,35.4421332532129,male
2218,32.6155707464686,-25.0989617106846,8,6,No car,1,no malaria,17.0928789492899,male
2219,32.6018150912021,-25.0073548894388,6,21,No car,3,no malaria,38.4461116146195,male
2220,32.5714777324163,-25.0422024253698,6,7,No car,0,no malaria,58.477463084445,male
2221,32.6480460189638,-25.0161295578967,6,10,No car,1,malaria,19.4303477311983,male
2222,32.613376922824,-25.0040778982352,11,19,No car,6,malaria,38.7299270999013,male
2223,32.6536913108668,-25.0413741520787,5,35,No car,4,malaria,41.3046089810798,male
2224,32.6217309781298,-25.033168040034,6,29,No car,4,malaria,58.0520888267218,male
2225,32.6224163203547,-25.0319813443765,5,14,No car,0,no malaria,41.5273416730519,male
2226,32.7220932286887,-25.0503493970469,4,0,No car,2,no malaria,18.287311246115,male
2227,32.5685513958413,-24.9954947238855,5,3,No car,0,no malaria,43.1425576533657,male
2228,32.3786329330469,-25.1522600088209,5,25,No car,3,no malaria,31.943663396866,female
2229,32.8516609709196,-24.8080570080753,3,4,No car,1,no malaria,30.6466955843237,male
2230,32.7073294523565,-25.0502517147076,1,3,No car,0,no malaria,35.2888422726215,male
2231,32.7240043080296,-25.070601551364,8,27,No car,2,no malaria,39.226506890939,male
2232,32.5890649523551,-24.9810639396206,8,0,No car,6,no malaria,34.6161401349357,male
2233,32.4621780649239,-25.0827671812314,6,6,No car,2,no malaria,28.7458321449919,female
2234,32.9158340596134,-24.8418902166238,6,23,No car,5,no malaria,43.7756012641656,female
2235,32.5252521121195,-25.0737187034431,10,1,No car,0,malaria,31.3402464064174,female
2236,32.6460834291163,-25.0070980069875,5,10,No car,4,no malaria,93.1392339634998,male
2237,32.622973373541,-25.0530505874456,4,13,No car,1,no malaria,29.9378064010995,male
2238,32.6501493476503,-24.8684478933472,3,10,No car,1,no malaria,23.6808662721164,female
2239,32.6959500852046,-24.9090112346456,2,51,No car,1,malaria,31.2741446439092,male
2240,32.6542819509876,-25.0165268254324,6,35,No car,5,no malaria,52.8143730932409,male
2241,32.6553088948264,-25.0161985657462,4,3,No car,0,no malaria,26.5452188856044,female
2242,32.6866344073498,-25.0014465797372,9,18,No car,5,no malaria,36.9136356465752,male
2243,32.293599891947,-24.8395170043096,8,1,No car,0,no malaria,56.2557943428428,female
2244,32.6625727345848,-25.0678190931839,8,12,No car,6,no malaria,15.5650840795857,male
2245,32.6301616409118,-25.0229516344515,2,28,No car,0,no malaria,58.1384357899675,male
2246,32.5303400474932,-25.1516573037749,6,36,No car,3,no malaria,47.8434319853012,male
2247,32.665838241493,-25.0734765557909,8,8,No car,7,no malaria,53.7996496425355,male
2248,32.6569875085565,-25.0240470631037,4,12,No car,0,no malaria,25.2469995501307,male
2249,32.63101867886,-25.0278040475127,7,5,No car,0,no malaria,37.486006514194,female
2250,32.735469574488,-25.0763926960478,5,2,No car,2,no malaria,39.9231046489114,male
2251,32.6338638819387,-25.0235035177243,7,43,No car,2,no malaria,35.1940833833785,male
2252,32.6548716844233,-25.0245276180169,10,16,No car,8,no malaria,63.9353400676513,female
2253,32.7106890729138,-25.0495059201366,3,10,No car,0,malaria,19.9923757428698,male
2254,32.6461830704462,-25.0152143464335,7,4,No car,5,malaria,28.2103522297738,male
2256,32.6901371566234,-25.0061700697881,4,40,No car,0,malaria,25.4952273434738,male
2257,32.6426070644822,-25.0189915789593,3,0,No car,0,malaria,41.2312313020252,male
2258,32.6470439476138,-25.0195155073573,9,3,No car,3,malaria,58.9813203209359,male
2259,32.656839233994,-25.0072639636797,4,7,No car,0,malaria,34.8252561060736,female
2260,32.6531867328514,-25.0118754189613,5,18,No car,4,no malaria,48.3218615830439,male
2261,32.5159764548636,-25.0941256228446,7,23,No car,4,no malaria,87.2369737413461,male
2262,32.5775342334254,-24.9994017732851,6,16,No car,2,no malaria,45.5163740694107,female
2263,32.6076274432169,-25.0940898378328,7,7,No car,6,no malaria,26.7672290937924,female
2264,32.6528453390099,-25.0114546318797,6,40,No car,2,no malaria,26.3413861153534,male
2265,32.6331985209221,-25.0272560747008,4,0,No car,1,no malaria,49.4945976126352,male
2266,32.633767763794,-25.0055912108583,8,5,No car,4,no malaria,16.2984120647588,male
2267,32.6738788830143,-25.188749476418,7,14,No car,4,malaria,28.0317495063369,male
2269,32.6434375426706,-25.0294206758123,7,8,No car,0,no malaria,40.6588206891782,male
2270,32.6699954625221,-25.1096406063117,11,19,No car,10,malaria,43.204563182371,male
2271,32.5739963131048,-25.0310744813612,4,25,No car,0,malaria,53.418186742208,male
2272,32.5421947311266,-25.1594119156446,4,4,No car,1,no malaria,28.2990446308016,male
2273,32.6511715681006,-25.0169935078535,5,28,No car,0,no malaria,38.3599874337458,male
2274,32.6254488500392,-25.0328716075027,8,15,No car,0,malaria,77.8072243236713,male
2275,32.4983735950616,-25.0929700367408,4,4,No car,0,no malaria,45.2387676192079,female
2276,32.6088026246101,-25.0670097981316,9,4,No car,7,no malaria,71.4440180624766,male
2277,32.6398162769239,-25.0282431801909,4,25,No car,1,no malaria,24.110652549051,male
2278,32.8577031903771,-24.791244802412,7,9,No car,3,malaria,32.8260960370971,male
2279,32.6705379369912,-24.9087524045198,10,11,No car,9,no malaria,41.7204639168646,male
2280,32.3470673518435,-25.0926140663011,6,11,No car,5,no malaria,20.5624251772143,male
2281,32.6469724890158,-25.0289846742365,4,21,No car,0,no malaria,34.3349770115876,male
2282,32.5456415798782,-25.0799118098213,2,33,No car,0,no malaria,33.2461870026224,male
2283,32.6775516634314,-24.8316987677939,5,0,No car,4,no malaria,42.0964678857512,male
2284,32.6782374550682,-25.0373835540107,5,19,No car,0,no malaria,37.9248003829533,male
2285,32.6908804179776,-25.0244883440742,3,8,No car,0,no malaria,27.7957679233369,male
2286,32.5452088766723,-24.9617974281401,5,10,No car,0,no malaria,27.8322323016445,male
2287,32.6302027980456,-25.0167100499481,4,5,No car,3,no malaria,40.9621243140284,male
2288,32.5668414445076,-25.0039686663355,9,24,No car,5,no malaria,18.4207743573252,male
2290,32.5706971196185,-24.9717073424707,7,12,No car,4,malaria,31.9898138144686,female
2291,32.6490106325134,-25.0222459823056,12,16,No car,10,no malaria,23.4986305528936,male
2292,32.5261585035442,-25.157779132262,8,19,No car,1,no malaria,22.7206203457242,male
2293,32.7161212584786,-25.0040757508632,5,1,No car,4,no malaria,32.1391290544618,female
2294,32.7054425706983,-25.0239996556672,3,7,No car,2,no malaria,15.3054754936248,male
2295,32.5694789884805,-24.8614486128316,4,2,No car,2,no malaria,47.5210774466798,male
2296,32.7661837487028,-24.6088032780211,10,4,No car,5,no malaria,23.1320697173966,male
2297,32.624165880129,-25.0526624928913,1,7,No car,0,no malaria,69.2802794451355,male
2298,32.849949133095,-24.7876742051901,7,14,No car,2,malaria,36.7462482880631,male
2299,32.528273223136,-25.0863480090764,6,27,No car,2,no malaria,78.9122060898835,male
2300,32.7327380982562,-25.0769110529206,5,24,No car,0,no malaria,25.8606049805809,female
2301,32.8603933254511,-24.8083332700956,7,10,No car,0,no malaria,52.9922175697564,male
2302,32.7192573200793,-25.0062745135824,4,52,No car,3,no malaria,54.4879699635349,female
2303,32.9496595158433,-24.8184864622371,4,3,No car,1,no malaria,50.0301715424175,male
2304,32.6419232811148,-25.025078801799,10,13,No car,6,no malaria,18.7051284879409,male
2305,32.8592743741975,-24.8120360294197,8,0,No car,3,no malaria,63.1875493469535,male
2306,32.638909486422,-25.0078948543966,3,6,No car,2,no malaria,21.2770236495911,male
2307,32.4906445612088,-25.2025772849459,1,16,No car,0,no malaria,69.9857936990867,male
2308,32.6605286006886,-25.0472039003114,8,21,No car,0,malaria,41.4718103651937,male
2309,32.9144900601349,-24.9135624518696,6,9,No car,1,no malaria,44.2317379176029,male
2310,32.5141118517594,-25.0949710397955,5,46,No car,2,no malaria,36.4205273535193,male
2311,32.8523579921072,-24.7972845701546,9,4,No car,4,no malaria,29.5586300090794,male
2312,32.6648426940561,-25.1090959892911,9,13,No car,8,malaria,50.058976131073,female
2313,32.6503072183775,-25.0177092497212,6,25,No car,5,no malaria,20.157632918183,female
2314,32.9178552799864,-24.8575256803892,6,8,No car,0,no malaria,18.3411685703958,male
2315,32.3919593066638,-25.1769003809749,9,23,No car,2,malaria,30.5199377750465,female
2316,32.6452924045609,-25.0446424026906,4,5,No car,2,no malaria,31.2438825674972,female
2317,32.8959131544943,-24.9320675476641,6,16,No car,4,no malaria,58.7088560560279,male
2318,32.9077706894623,-24.9181800431432,8,18,No car,2,no malaria,26.4667372557059,male
2319,32.6253251596782,-25.0538409443748,8,11,No car,1,malaria,27.3300445532409,female
2320,32.9125694345438,-24.8306898611644,8,23,No car,4,no malaria,35.785308190794,male
2322,32.6460555710591,-25.0051467257961,7,0,No car,4,no malaria,28.2472209841787,male
2323,32.0906436062744,-24.485759438656,5,20,No car,0,malaria,27.8561718578998,male
2324,32.66700924418,-25.0428160071567,7,5,No car,0,no malaria,36.0400398469728,female
2325,32.6475260160041,-25.0217598028691,6,12,No car,2,malaria,40.7235297435311,male
2326,32.6398544535266,-25.0276059041765,6,1,No car,0,no malaria,35.2432094847228,male
2327,32.8570584918449,-24.7917001458708,9,4,No car,4,no malaria,59.4248437160244,male
2328,32.9145845751168,-24.9210535972383,9,8,No car,7,no malaria,45.5182208995057,male
2329,32.6536220144629,-25.0133428251204,6,12,No car,0,no malaria,31.698390904796,male
2330,32.3612207098399,-24.9045563783015,9,4,No car,4,no malaria,64.0181581223913,male
2331,32.6240184080187,-25.0292938791252,6,51,No car,1,malaria,42.6114231347353,male
2333,32.650085887655,-25.0236592342758,6,4,No car,0,no malaria,17.1169781266606,female
2334,32.4696193544427,-25.2430006906046,3,10,No car,0,malaria,26.125099877105,female
2335,32.5450797288272,-24.9291643254083,7,29,No car,5,no malaria,51.7191170326282,male
2336,32.5336602749665,-24.8884723085881,9,52,No car,8,no malaria,32.7982114444693,male
2338,32.8558761929785,-24.790708830358,7,4,No car,6,no malaria,30.465588066035,male
2339,32.5127980528353,-25.0976040604167,2,13,No car,0,no malaria,20.3896376134207,male
2341,32.6421752344333,-25.0216894347092,5,32,No car,3,no malaria,42.0396394399238,male
2342,32.6517328216101,-25.0220357614895,5,36,No car,0,no malaria,64.8079172243039,female
2343,32.4269386098349,-25.0569885403235,2,21,No car,1,no malaria,16.356843876981,male
2344,32.2786492334485,-24.5256719094171,5,7,No car,2,no malaria,39.5108976121592,male
2345,32.3134277910308,-24.2652808021617,8,9,No car,7,no malaria,28.4540318715647,male
2346,32.9240169318203,-24.855866456562,5,47,No car,0,malaria,19.5893074677173,male
2347,32.6097297901227,-24.9873438451507,3,26,No car,2,no malaria,37.825044027643,male
2348,32.7890500485367,-24.6405934671998,4,8,No car,1,no malaria,66.2658646390969,male
2349,32.6586989940901,-25.0467066806272,6,0,No car,4,no malaria,24.0053631707387,male
2350,32.678139989022,-24.8610751703946,5,18,No car,2,no malaria,39.176825727399,male
2351,32.647132655085,-25.0400870761944,7,1,No car,6,no malaria,29.485474594094,female
2352,32.6445906832278,-25.0150694755367,3,5,No car,2,malaria,36.3686112789999,female
2353,32.5864080430749,-25.0364055322967,7,7,No car,4,no malaria,16.5472690171644,male
2355,32.5718830653566,-24.9956245084705,3,5,No car,1,no malaria,34.5861293296036,male
2356,32.5202789942508,-24.8694892234603,6,3,No car,0,no malaria,17.1657774460711,male
2357,32.6396693346752,-25.0279205701383,5,3,No car,2,no malaria,16.9033536336327,male
2358,32.7231524110864,-24.5643157260497,9,1,No car,7,no malaria,55.4099557127027,male
2359,32.6522838708864,-25.0248187016106,4,7,No car,1,no malaria,55.721906025031,male
2360,32.677625084266,-24.9819161078541,5,20,No car,4,no malaria,70.2403201529659,female
2361,32.8632688339492,-24.8376101235869,5,15,No car,0,no malaria,42.1317916427554,male
2362,32.7354995746765,-25.0772746174167,8,1,No car,0,no malaria,24.4030738043599,male
2363,32.6855787138909,-24.9956388882505,8,7,No car,0,no malaria,26.0962864722304,male
2364,32.4388764528497,-24.6406642603751,3,38,No car,0,no malaria,16.7284817101888,male
2365,32.5842223781172,-25.072038607655,5,68,No car,3,no malaria,27.6655910266026,male
2366,32.6639300387162,-25.042055453611,10,13,No car,1,malaria,27.5843057964578,male
2367,32.650175228053,-25.0233333284966,6,6,No car,0,no malaria,56.1730158331543,male
2368,32.6451710005384,-25.0058414790208,6,5,No car,1,no malaria,21.6212346380578,male
2369,32.6408667406337,-25.0137285587783,8,19,No car,4,no malaria,32.5268498431309,male
2370,32.497238397313,-24.829037842637,4,22,No car,0,no malaria,33.5686324757027,female
2371,32.6838831632401,-25.0109054611908,7,9,No car,2,no malaria,27.8127884853319,male
2372,32.6376550495188,-25.0061425813309,4,5,No car,3,malaria,29.2200811117636,male
2373,32.5481801280534,-25.0885789623109,6,13,No car,0,no malaria,28.5131116182729,male
2374,32.6661075358941,-24.5657823306039,10,0,No car,9,no malaria,38.1039218616898,male
2375,32.6415194187139,-25.0165966736782,3,4,No car,0,no malaria,34.3888444739359,male
2376,32.6959023996783,-24.5182741515431,7,41,No car,5,no malaria,31.4878862757614,male
2377,32.5436542570384,-25.085261890951,9,0,No car,8,no malaria,46.474346577906,female
2378,32.6437374001534,-25.0203793221232,7,4,No car,6,no malaria,36.1516019359018,male
2379,32.6333354403764,-25.0227844508866,11,5,No car,6,no malaria,21.9936730619409,male
2381,32.651771586513,-25.0283341211378,5,18,No car,3,malaria,26.8571672569265,male
2382,32.8630327541099,-24.8157856719075,4,4,No car,0,no malaria,27.4793479180651,male
2383,32.6326760433686,-25.0302745266601,9,21,No car,1,no malaria,38.8321744251632,male
2384,32.6452256705633,-25.0439887488383,6,4,No car,0,no malaria,29.2516486521751,male
2385,32.6443247412158,-25.0160711221612,5,7,No car,3,malaria,69.2663347642325,male
2386,32.6507511258441,-25.0027085867913,7,15,No car,0,no malaria,15.1691517338888,male
2387,32.5480885408076,-25.0895167685195,3,2,No car,0,no malaria,29.6715844060878,male
2388,32.6362291117274,-25.0153010306381,6,45,No car,1,no malaria,17.915598269802,male
2389,32.6197460525106,-25.0196934405224,8,15,No car,3,malaria,29.6276164650392,male
2390,32.6486952223983,-25.0309732373117,6,7,No car,2,malaria,59.4384964805646,male
2391,32.6777505834797,-24.9978503981806,4,15,No car,1,no malaria,22.1365787762747,male
2392,32.6546625672143,-25.0245896519117,4,9,No car,0,no malaria,31.721160687671,male
2393,32.5762572523248,-25.0739489056392,4,5,No car,2,no malaria,20.7056634894615,male
2394,32.5136723705807,-24.7745990965266,7,19,No car,4,no malaria,62.6786660334029,male
2395,32.367597979736,-25.0929406171016,5,6,No car,0,no malaria,52.0129810427643,male
2396,32.5313657513738,-24.8863423921312,6,1,No car,3,no malaria,23.872098214831,male
2397,32.6641786582282,-25.0956503649331,5,22,No car,4,no malaria,33.716846813366,male
2398,32.3515792661053,-24.9010747786275,5,30,No car,3,no malaria,53.2346011569488,male
2400,32.659518229032,-25.0257676433902,8,2,No car,4,no malaria,33.3082602297067,male
2401,32.6447971216329,-25.0245748601176,3,11,No car,0,no malaria,30.4205339487056,male
2402,32.7221827422752,-25.0709683310044,6,20,No car,3,no malaria,28.3619383038517,male
2403,32.6106264777495,-25.0432915985024,7,0,No car,2,no malaria,20.3243716954391,male
2404,32.6677266187689,-25.041465363663,5,46,No car,0,no malaria,32.7337041642812,male
2405,32.6439665265079,-25.0271598927011,6,14,No car,3,no malaria,55.720834202537,male
